ticket_id,arrival_ts,queue,priority,language,channel,customer_tier,is_vip,is_reopened,complexity,estimated_effort_min,first_response_sla_min,first_response_due_ts,resolution_sla_business_min,resolution_due_ts,required_skill_tags,ticket_subject
TKT-00739,2026-03-11 09:15:46,Product Support,P3,EN,portal,Mid-Market,0,0,simple,19,240,2026-03-11 13:15:46,960,2026-03-13 09:16:00,product_support,Workflow automation did not trigger after status update
TKT-00740,2026-03-11 09:22:07,Product Support,P3,EN,portal,SMB,0,0,standard,35,240,2026-03-11 13:22:07,960,2026-03-13 09:23:00,product_support,Attachment preview fails for PDF uploaded from mobile app
TKT-00741,2026-03-11 09:25:21,Product Support,P3,EN,email,SMB,0,0,complex,51,240,2026-03-11 13:25:21,960,2026-03-13 09:26:00,product_support|product_specialist,Search results differ between UI and exported report
TKT-00742,2026-03-11 09:27:06,Product Support,P4,EN,portal,Enterprise,1,0,simple,14,480,2026-03-12 09:28:00,2400,2026-03-18 09:28:00,product_support|enterprise_handling,Bulk update operation stalled for large ticket batch
TKT-00743,2026-03-11 09:37:23,Integrations/API,P3,EN,portal,SMB,0,0,standard,43,240,2026-03-11 13:37:23,960,2026-03-13 09:38:00,integrations_api|api_specialist,GraphQL endpoint times out on nested customer query
TKT-00744,2026-03-11 09:41:22,Product Support,P2,EN,email,SMB,0,0,complex,94,60,2026-03-11 10:41:22,480,2026-03-12 09:42:00,product_support|product_specialist,Webhook retry settings not visible in admin interface
TKT-00745,2026-03-11 09:45:17,Product Support,P3,EN,portal,SMB,0,0,complex,60,240,2026-03-11 13:45:17,960,2026-03-13 09:46:00,product_support|product_specialist,Exported CSV misses custom fields in final report
TKT-00746,2026-03-11 09:54:23,Product Support,P3,EN,email,Mid-Market,0,0,simple,19,240,2026-03-11 13:54:23,960,2026-03-13 09:55:00,product_support,Notification rule sent duplicate emails to requester
TKT-00747,2026-03-11 10:03:32,Integrations/API,P3,EN,email,Mid-Market,0,0,complex,98,240,2026-03-11 14:03:32,960,2026-03-13 10:04:00,integrations_api|api_specialist|integration_specialist,ERP connector creates duplicate records on retry
TKT-00748,2026-03-11 10:06:17,Product Support,P3,DE,portal,SMB,0,0,simple,15,240,2026-03-11 14:06:17,960,2026-03-13 10:07:00,product_support|de_language,Dashboard filter not persisting for saved view
TKT-00749,2026-03-11 10:09:05,Product Support,P4,DE,email,Mid-Market,0,0,simple,15,480,2026-03-12 10:10:00,2400,2026-03-18 10:10:00,product_support|de_language,Bulk update operation stalled for large ticket batch
TKT-00750,2026-03-11 10:10:31,Account Access,P4,DE,chat,SMB,0,0,simple,12,480,2026-03-12 10:11:00,2400,2026-03-18 10:11:00,account_access|de_language,Account locked after repeated login attempts
TKT-00751,2026-03-11 10:11:42,Billing,P3,EN,chat,Mid-Market,0,0,simple,15,240,2026-03-11 14:11:42,960,2026-03-13 10:12:00,billing,Tax calculation differs from contract expectations
TKT-00752,2026-03-11 10:12:28,Integrations/API,P3,DE,portal,Mid-Market,0,1,complex,86,240,2026-03-11 14:12:28,960,2026-03-13 10:13:00,integrations_api|de_language|api_specialist|integration_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00753,2026-03-11 10:16:05,Integrations/API,P3,DE,portal,SMB,0,0,standard,54,240,2026-03-11 14:16:05,960,2026-03-13 10:17:00,integrations_api|de_language|api_specialist,ERP connector creates duplicate records on retry
TKT-00754,2026-03-11 10:18:01,Product Support,P3,EN,portal,SMB,0,0,standard,26,240,2026-03-11 14:18:01,960,2026-03-13 10:19:00,product_support,Webhook retry settings not visible in admin interface
TKT-00755,2026-03-11 10:21:04,Billing,P2,DE,email,SMB,0,0,complex,81,60,2026-03-11 11:21:04,480,2026-03-12 10:22:00,billing|de_language,Upgrade request created prorated amount mismatch
TKT-00756,2026-03-11 10:21:27,Product Support,P3,EN,email,SMB,0,0,standard,35,240,2026-03-11 14:21:27,960,2026-03-13 10:22:00,product_support,Workflow automation did not trigger after status update
TKT-00757,2026-03-11 10:22:39,Product Support,P3,EN,email,Mid-Market,0,0,standard,39,240,2026-03-11 14:22:39,960,2026-03-13 10:23:00,product_support,Search results differ between UI and exported report
TKT-00758,2026-03-11 10:24:11,Product Support,P2,EN,email,SMB,0,0,standard,38,60,2026-03-11 11:24:11,480,2026-03-12 10:25:00,product_support,Search results differ between UI and exported report
TKT-00759,2026-03-11 10:25:13,Billing,P4,EN,email,SMB,0,0,simple,8,480,2026-03-12 10:26:00,2400,2026-03-18 10:26:00,billing,Payment method update failed during renewal
TKT-00760,2026-03-11 10:26:39,Product Support,P3,DE,portal,SMB,0,0,simple,10,240,2026-03-11 14:26:39,960,2026-03-13 10:27:00,product_support|de_language,Search results differ between UI and exported report
TKT-00761,2026-03-11 10:35:45,Billing,P4,EN,email,SMB,0,0,complex,49,480,2026-03-12 10:36:00,2400,2026-03-18 10:36:00,billing,Currency setting changed but invoice still generated in USD
TKT-00762,2026-03-11 10:38:25,Integrations/API,P3,EN,portal,Enterprise,0,0,standard,58,240,2026-03-11 14:38:25,960,2026-03-13 10:39:00,integrations_api|enterprise_handling|api_specialist,REST API pagination skips records after cursor handoff
TKT-00763,2026-03-11 10:43:25,Account Access,P3,DE,portal,SMB,0,0,standard,18,240,2026-03-11 14:43:25,960,2026-03-13 10:44:00,account_access|de_language,Role change not reflected after access approval
TKT-00764,2026-03-11 10:43:32,Billing,P4,EN,chat,Enterprise,0,0,standard,25,480,2026-03-12 10:44:00,2400,2026-03-18 10:44:00,billing|enterprise_handling,Subscription cancellation not reflected in billing portal
TKT-00765,2026-03-11 10:44:28,Billing,P4,EN,email,Enterprise,0,0,standard,35,480,2026-03-12 10:45:00,2400,2026-03-18 10:45:00,billing|enterprise_handling,Upgrade request created prorated amount mismatch
TKT-00766,2026-03-11 10:45:57,Integrations/API,P3,EN,email,SMB,0,0,complex,101,240,2026-03-11 14:45:57,960,2026-03-13 10:46:00,integrations_api|api_specialist|integration_specialist,SSO assertion rejected after identity provider certificate update
TKT-00767,2026-03-11 10:47:16,Account Access,P4,EN,portal,Enterprise,0,0,standard,17,480,2026-03-12 10:48:00,2400,2026-03-18 10:48:00,account_access|enterprise_handling,SSO login loops back to sign-in page
TKT-00768,2026-03-11 10:49:55,Product Support,P3,EN,portal,Mid-Market,0,0,standard,26,240,2026-03-11 14:49:55,960,2026-03-13 10:50:00,product_support,Webhook retry settings not visible in admin interface
TKT-00769,2026-03-11 10:50:57,Product Support,P2,EN,portal,SMB,0,0,standard,46,60,2026-03-11 11:50:57,480,2026-03-12 10:51:00,product_support,Attachment preview fails for PDF uploaded from mobile app
TKT-00770,2026-03-11 10:52:19,Billing,P3,EN,portal,Enterprise,0,0,standard,32,240,2026-03-11 14:52:19,960,2026-03-13 10:53:00,billing|enterprise_handling,Invoice shows duplicate line items after plan change
TKT-00771,2026-03-11 10:55:10,Billing,P3,EN,portal,Mid-Market,0,0,simple,10,240,2026-03-11 14:55:10,960,2026-03-13 10:56:00,billing,Purchase order reference missing from latest invoice
TKT-00772,2026-03-11 10:56:13,Integrations/API,P3,EN,portal,Mid-Market,0,0,complex,120,240,2026-03-11 14:56:13,960,2026-03-13 10:57:00,integrations_api|api_specialist|integration_specialist,API rate limit reached earlier than documented threshold
TKT-00773,2026-03-11 11:02:34,Product Support,P2,EN,chat,SMB,0,0,standard,36,60,2026-03-11 12:02:34,480,2026-03-12 11:03:00,product_support,Workflow automation did not trigger after status update
TKT-00774,2026-03-11 11:10:32,Integrations/API,P3,EN,email,Mid-Market,0,0,complex,73,240,2026-03-11 15:10:32,960,2026-03-13 11:11:00,integrations_api|api_specialist|integration_specialist,Webhook signature validation differs from documentation example
TKT-00775,2026-03-11 11:11:37,Product Support,P3,EN,portal,SMB,0,0,standard,29,240,2026-03-11 15:11:37,960,2026-03-13 11:12:00,product_support,Webhook retry settings not visible in admin interface
TKT-00776,2026-03-11 11:15:23,Account Access,P4,DE,email,Enterprise,0,0,complex,73,480,2026-03-12 11:16:00,2400,2026-03-18 11:16:00,account_access|de_language|enterprise_handling,Permission update not reflected in project dashboard
TKT-00777,2026-03-11 11:18:42,Product Support,P3,EN,chat,SMB,0,0,simple,15,240,2026-03-11 15:18:42,960,2026-03-13 11:19:00,product_support,Webhook retry settings not visible in admin interface
TKT-00778,2026-03-11 11:20:51,Integrations/API,P1,EN,portal,Mid-Market,0,0,complex,72,15,2026-03-11 11:35:51,240,2026-03-11 15:20:51,integrations_api|api_specialist|incident_escalation|integration_specialist,REST API pagination skips records after cursor handoff
TKT-00779,2026-03-11 11:25:23,Billing,P4,DE,chat,Mid-Market,0,1,simple,10,480,2026-03-12 11:26:00,2400,2026-03-18 11:26:00,billing|de_language,Purchase order reference missing from latest invoice
TKT-00780,2026-03-11 11:26:52,Integrations/API,P3,EN,portal,SMB,0,0,complex,99,240,2026-03-11 15:26:52,960,2026-03-13 11:27:00,integrations_api|api_specialist|integration_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00781,2026-03-11 11:37:14,Product Support,P4,EN,portal,SMB,0,0,standard,26,480,2026-03-12 11:38:00,2400,2026-03-18 11:38:00,product_support,Notification rule sent duplicate emails to requester
TKT-00782,2026-03-11 11:40:36,Product Support,P3,DE,portal,SMB,0,0,simple,20,240,2026-03-11 15:40:36,960,2026-03-13 11:41:00,product_support|de_language,Webhook retry settings not visible in admin interface
TKT-00783,2026-03-11 11:47:47,Billing,P4,EN,chat,SMB,0,0,simple,12,480,2026-03-12 11:48:00,2400,2026-03-18 11:48:00,billing,Payment method update failed during renewal
TKT-00784,2026-03-11 11:47:50,Integrations/API,P2,EN,email,Mid-Market,0,0,complex,107,60,2026-03-11 12:47:50,480,2026-03-12 11:48:00,integrations_api|api_specialist|integration_specialist,Webhook signature validation differs from documentation example
TKT-00785,2026-03-11 11:50:19,Product Support,P4,DE,email,SMB,0,0,standard,35,480,2026-03-12 11:51:00,2400,2026-03-18 11:51:00,product_support|de_language,Webhook retry settings not visible in admin interface
TKT-00786,2026-03-11 11:54:10,Integrations/API,P3,EN,email,SMB,0,0,standard,51,240,2026-03-11 15:54:10,960,2026-03-13 11:55:00,integrations_api|api_specialist,Webhook signature validation differs from documentation example
TKT-00787,2026-03-11 11:56:20,Billing,P3,EN,portal,SMB,0,0,standard,19,240,2026-03-11 15:56:20,960,2026-03-13 11:57:00,billing,Billing contact did not receive monthly invoice email
TKT-00788,2026-03-11 11:59:21,Account Access,P4,DE,portal,Mid-Market,0,0,standard,25,480,2026-03-12 12:00:00,2400,2026-03-18 12:00:00,account_access|de_language,SCIM-provisioned user missing expected product access
TKT-00789,2026-03-11 12:00:34,Product Support,P4,EN,email,Mid-Market,0,0,complex,84,480,2026-03-12 12:01:00,2400,2026-03-18 12:01:00,product_support|product_specialist,Exported CSV misses custom fields in final report
TKT-00790,2026-03-11 12:01:47,Product Support,P3,DE,portal,Enterprise,0,0,complex,77,240,2026-03-12 08:02:00,960,2026-03-13 12:02:00,product_support|de_language|enterprise_handling|product_specialist,Search results differ between UI and exported report
TKT-00791,2026-03-11 12:04:02,Product Support,P2,DE,chat,SMB,0,0,standard,41,60,2026-03-11 13:04:02,480,2026-03-12 12:05:00,product_support|de_language,Custom field values not visible in agent workspace
TKT-00792,2026-03-11 12:05:40,Product Support,P3,EN,chat,Enterprise,0,0,standard,25,240,2026-03-12 08:06:00,960,2026-03-13 12:06:00,product_support|enterprise_handling,Bulk update operation stalled for large ticket batch
TKT-00793,2026-03-11 12:06:37,Billing,P3,EN,email,Mid-Market,0,0,standard,24,240,2026-03-12 08:07:00,960,2026-03-13 12:07:00,billing,Currency setting changed but invoice still generated in USD
TKT-00794,2026-03-11 12:09:16,Integrations/API,P2,DE,email,Mid-Market,0,0,standard,35,60,2026-03-11 13:09:16,480,2026-03-12 12:10:00,integrations_api|de_language|api_specialist,Webhook delivery returns intermittent 502 responses
TKT-00795,2026-03-11 12:11:57,Product Support,P2,DE,portal,SMB,0,0,complex,67,60,2026-03-11 13:11:57,480,2026-03-12 12:12:00,product_support|de_language|product_specialist,Bulk update operation stalled for large ticket batch
TKT-00796,2026-03-11 12:17:49,Account Access,P4,EN,chat,SMB,0,0,simple,12,480,2026-03-12 12:18:00,2400,2026-03-18 12:18:00,account_access,MFA challenge not accepted for admin account
TKT-00797,2026-03-11 12:22:37,Integrations/API,P3,EN,portal,Mid-Market,0,0,standard,42,240,2026-03-12 08:23:00,960,2026-03-13 12:23:00,integrations_api|api_specialist,SSO assertion rejected after identity provider certificate update
TKT-00798,2026-03-11 12:22:48,Account Access,P4,EN,email,SMB,0,0,standard,18,480,2026-03-12 12:23:00,2400,2026-03-18 12:23:00,account_access,SSO login loops back to sign-in page
TKT-00799,2026-03-11 12:29:27,Product Support,P3,EN,portal,Mid-Market,0,0,simple,11,240,2026-03-12 08:30:00,960,2026-03-13 12:30:00,product_support,Custom field values not visible in agent workspace
TKT-00800,2026-03-11 12:33:52,Billing,P4,EN,portal,SMB,0,1,standard,21,480,2026-03-12 12:34:00,2400,2026-03-18 12:34:00,billing,Tax calculation differs from contract expectations
TKT-00801,2026-03-11 12:43:20,Billing,P4,EN,portal,Enterprise,0,0,standard,30,480,2026-03-12 12:44:00,2400,2026-03-18 12:44:00,billing|enterprise_handling,Seat reduction request still billed at previous volume
TKT-00802,2026-03-11 12:50:22,Account Access,P2,DE,email,Enterprise,1,0,simple,7,60,2026-03-11 13:50:22,480,2026-03-12 12:51:00,account_access|de_language|enterprise_handling,SSO login loops back to sign-in page
TKT-00803,2026-03-11 12:58:19,Product Support,P3,DE,portal,Mid-Market,0,0,standard,38,240,2026-03-12 08:59:00,960,2026-03-13 12:59:00,product_support|de_language,Exported CSV misses custom fields in final report
TKT-00804,2026-03-11 13:04:49,Product Support,P3,EN,portal,SMB,0,0,standard,28,240,2026-03-12 09:05:00,960,2026-03-13 13:05:00,product_support,Exported CSV misses custom fields in final report
TKT-00805,2026-03-11 13:04:49,Account Access,P3,EN,portal,SMB,0,0,simple,5,240,2026-03-12 09:05:00,960,2026-03-13 13:05:00,account_access,Session expires immediately after successful login
TKT-00806,2026-03-11 13:07:31,Account Access,P3,EN,email,SMB,0,0,standard,20,240,2026-03-12 09:08:00,960,2026-03-13 13:08:00,account_access,SSO login loops back to sign-in page
TKT-00807,2026-03-11 13:11:30,Account Access,P4,EN,portal,SMB,0,1,standard,28,480,2026-03-12 13:12:00,2400,2026-03-18 13:12:00,account_access,SCIM-provisioned user missing expected product access
TKT-00808,2026-03-11 13:15:34,Product Support,P4,DE,email,SMB,0,0,standard,35,480,2026-03-12 13:16:00,2400,2026-03-18 13:16:00,product_support|de_language,Custom field values not visible in agent workspace
TKT-00809,2026-03-11 13:20:42,Billing,P4,EN,email,SMB,0,0,simple,9,480,2026-03-12 13:21:00,2400,2026-03-18 13:21:00,billing,Billing contact did not receive monthly invoice email
TKT-00810,2026-03-11 13:40:08,Account Access,P3,DE,portal,SMB,0,0,standard,18,240,2026-03-12 09:41:00,960,2026-03-13 13:41:00,account_access|de_language,Role change not reflected after access approval
TKT-00811,2026-03-11 13:45:07,Account Access,P4,EN,email,SMB,0,0,standard,23,480,2026-03-12 13:46:00,2400,2026-03-18 13:46:00,account_access,SSO login loops back to sign-in page
TKT-00812,2026-03-11 13:45:41,Billing,P4,EN,portal,Mid-Market,0,0,standard,19,480,2026-03-12 13:46:00,2400,2026-03-18 13:46:00,billing,Subscription cancellation not reflected in billing portal
TKT-00813,2026-03-11 13:50:57,Integrations/API,P1,EN,email,Enterprise,0,0,complex,131,15,2026-03-11 14:05:57,240,2026-03-12 09:51:00,integrations_api|enterprise_handling|api_specialist|incident_escalation|integration_specialist,GraphQL endpoint times out on nested customer query
TKT-00814,2026-03-11 14:17:22,Account Access,P3,DE,chat,SMB,0,0,simple,12,240,2026-03-12 10:18:00,960,2026-03-13 14:18:00,account_access|de_language,MFA challenge not accepted for admin account
TKT-00815,2026-03-11 14:18:04,Product Support,P2,EN,portal,SMB,0,0,standard,42,60,2026-03-11 15:18:04,480,2026-03-12 14:19:00,product_support,Custom field values not visible in agent workspace
TKT-00816,2026-03-11 14:19:12,Product Support,P4,EN,email,Mid-Market,0,0,standard,25,480,2026-03-12 14:20:00,2400,2026-03-18 14:20:00,product_support,Custom field values not visible in agent workspace
TKT-00817,2026-03-11 14:46:16,Account Access,P3,EN,portal,SMB,0,0,standard,24,240,2026-03-12 10:47:00,960,2026-03-13 14:47:00,account_access,Account locked after repeated login attempts
TKT-00818,2026-03-11 14:54:44,Product Support,P4,DE,portal,Enterprise,0,0,complex,62,480,2026-03-12 14:55:00,2400,2026-03-18 14:55:00,product_support|de_language|enterprise_handling|product_specialist,Exported CSV misses custom fields in final report
TKT-00819,2026-03-11 14:56:33,Integrations/API,P3,EN,portal,Mid-Market,0,0,standard,57,240,2026-03-12 10:57:00,960,2026-03-13 14:57:00,integrations_api|api_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00820,2026-03-11 14:58:09,Product Support,P3,DE,portal,SMB,0,0,standard,28,240,2026-03-12 10:59:00,960,2026-03-13 14:59:00,product_support|de_language,Exported CSV misses custom fields in final report
TKT-00821,2026-03-11 15:01:08,Product Support,P4,DE,portal,Enterprise,0,0,standard,31,480,2026-03-12 15:02:00,2400,2026-03-18 15:02:00,product_support|de_language|enterprise_handling,Search results differ between UI and exported report
TKT-00822,2026-03-12 08:10:20,Integrations/API,P2,EN,portal,SMB,0,0,complex,117,60,2026-03-12 09:10:20,480,2026-03-13 08:11:00,integrations_api|api_specialist|integration_specialist,OAuth token refresh fails for production integration
TKT-00823,2026-03-12 08:16:03,Billing,P2,EN,portal,SMB,0,0,complex,55,60,2026-03-12 09:16:03,480,2026-03-13 08:17:00,billing,Subscription cancellation not reflected in billing portal
TKT-00824,2026-03-12 08:32:34,Product Support,P3,EN,portal,SMB,0,0,simple,17,240,2026-03-12 12:32:34,960,2026-03-16 08:33:00,product_support,Bulk update operation stalled for large ticket batch
TKT-00825,2026-03-12 08:35:08,Integrations/API,P3,EN,portal,Enterprise,0,0,standard,53,240,2026-03-12 12:35:08,960,2026-03-16 08:36:00,integrations_api|enterprise_handling|api_specialist,SCIM deprovisioning request returns 403 for service account
TKT-00826,2026-03-12 08:37:23,Account Access,P2,EN,email,Mid-Market,0,0,standard,26,60,2026-03-12 09:37:23,480,2026-03-13 08:38:00,account_access,User cannot access workspace after password reset
TKT-00827,2026-03-12 08:42:24,Account Access,P4,EN,portal,SMB,0,0,simple,5,480,2026-03-13 08:43:00,2400,2026-03-19 08:43:00,account_access,SSO login loops back to sign-in page
TKT-00828,2026-03-12 08:45:55,Integrations/API,P3,EN,portal,SMB,0,1,complex,114,240,2026-03-12 12:45:55,960,2026-03-16 08:46:00,integrations_api|api_specialist|integration_specialist,SSO assertion rejected after identity provider certificate update
TKT-00829,2026-03-12 08:48:08,Product Support,P3,EN,email,SMB,0,0,standard,37,240,2026-03-12 12:48:08,960,2026-03-16 08:49:00,product_support,Search results differ between UI and exported report
TKT-00830,2026-03-12 08:55:55,Product Support,P2,EN,chat,SMB,0,0,complex,94,60,2026-03-12 09:55:55,480,2026-03-13 08:56:00,product_support|product_specialist,Attachment preview fails for PDF uploaded from mobile app
TKT-00831,2026-03-12 08:57:08,Product Support,P3,DE,portal,Enterprise,0,0,complex,74,240,2026-03-12 12:57:08,960,2026-03-16 08:58:00,product_support|de_language|enterprise_handling|product_specialist,Search results differ between UI and exported report
TKT-00832,2026-03-12 09:10:13,Integrations/API,P3,EN,portal,Mid-Market,0,0,complex,94,240,2026-03-12 13:10:13,960,2026-03-16 09:11:00,integrations_api|api_specialist|integration_specialist,SSO assertion rejected after identity provider certificate update
TKT-00833,2026-03-12 09:15:21,Integrations/API,P4,EN,email,SMB,0,0,standard,44,480,2026-03-13 09:16:00,2400,2026-03-19 09:16:00,integrations_api|api_specialist,SCIM deprovisioning request returns 403 for service account
TKT-00834,2026-03-12 09:24:16,Integrations/API,P3,EN,portal,Mid-Market,0,0,standard,52,240,2026-03-12 13:24:16,960,2026-03-16 09:25:00,integrations_api|api_specialist,SSO assertion rejected after identity provider certificate update
TKT-00835,2026-03-12 09:24:53,Product Support,P3,DE,email,Mid-Market,0,0,complex,76,240,2026-03-12 13:24:53,960,2026-03-16 09:25:00,product_support|de_language|product_specialist,Webhook retry settings not visible in admin interface
TKT-00836,2026-03-12 09:26:02,Product Support,P3,EN,portal,SMB,0,0,complex,89,240,2026-03-12 13:26:02,960,2026-03-16 09:27:00,product_support|product_specialist,Notification rule sent duplicate emails to requester
TKT-00837,2026-03-12 09:30:07,Account Access,P3,EN,email,SMB,0,0,simple,12,240,2026-03-12 13:30:07,960,2026-03-16 09:31:00,account_access,User cannot access workspace after password reset
TKT-00838,2026-03-12 09:35:06,Product Support,P3,EN,email,SMB,0,0,simple,16,240,2026-03-12 13:35:06,960,2026-03-16 09:36:00,product_support,Kanban board shows outdated ticket counts after refresh
TKT-00839,2026-03-12 09:35:14,Product Support,P2,EN,portal,SMB,0,0,complex,74,60,2026-03-12 10:35:14,480,2026-03-13 09:36:00,product_support|product_specialist,Kanban board shows outdated ticket counts after refresh
TKT-00840,2026-03-12 09:35:18,Integrations/API,P1,EN,email,Enterprise,0,0,simple,32,15,2026-03-12 09:50:18,240,2026-03-12 13:35:18,integrations_api|enterprise_handling|api_specialist|incident_escalation,Webhook delivery returns intermittent 502 responses
TKT-00841,2026-03-12 09:35:35,Billing,P4,EN,chat,SMB,0,0,simple,7,480,2026-03-13 09:36:00,2400,2026-03-19 09:36:00,billing,Tax calculation differs from contract expectations
TKT-00842,2026-03-12 09:39:48,Product Support,P2,EN,chat,SMB,0,0,standard,44,60,2026-03-12 10:39:48,480,2026-03-13 09:40:00,product_support,Exported CSV misses custom fields in final report
TKT-00843,2026-03-12 09:43:49,Integrations/API,P2,EN,portal,Mid-Market,0,0,complex,94,60,2026-03-12 10:43:49,480,2026-03-13 09:44:00,integrations_api|api_specialist|integration_specialist,Webhook signature validation differs from documentation example
TKT-00844,2026-03-12 09:52:18,Product Support,P3,DE,chat,Mid-Market,0,0,standard,29,240,2026-03-12 13:52:18,960,2026-03-16 09:53:00,product_support|de_language,Notification rule sent duplicate emails to requester
TKT-00845,2026-03-12 09:52:49,Product Support,P3,EN,email,Mid-Market,0,0,standard,43,240,2026-03-12 13:52:49,960,2026-03-16 09:53:00,product_support,Exported CSV misses custom fields in final report
TKT-00846,2026-03-12 09:56:29,Product Support,P3,EN,portal,Mid-Market,0,0,simple,15,240,2026-03-12 13:56:29,960,2026-03-16 09:57:00,product_support,Workflow automation did not trigger after status update
TKT-00847,2026-03-12 09:59:39,Account Access,P4,EN,email,Enterprise,1,0,simple,10,480,2026-03-13 10:00:00,2400,2026-03-19 10:00:00,account_access|enterprise_handling,New team member did not receive activation email
TKT-00848,2026-03-12 10:00:03,Product Support,P1,DE,portal,Mid-Market,0,0,complex,87,15,2026-03-12 10:15:03,240,2026-03-12 14:00:03,product_support|de_language|incident_escalation|product_specialist,Exported CSV misses custom fields in final report
TKT-00849,2026-03-12 10:03:36,Billing,P3,EN,portal,Enterprise,0,1,simple,9,240,2026-03-12 14:03:36,960,2026-03-16 10:04:00,billing|enterprise_handling,Purchase order reference missing from latest invoice
TKT-00850,2026-03-12 10:05:18,Billing,P4,DE,portal,SMB,0,0,standard,28,480,2026-03-13 10:06:00,2400,2026-03-19 10:06:00,billing|de_language,Billing contact did not receive monthly invoice email
TKT-00851,2026-03-12 10:09:46,Account Access,P3,DE,chat,SMB,0,0,simple,12,240,2026-03-12 14:09:46,960,2026-03-16 10:10:00,account_access|de_language,Permission update not reflected in project dashboard
TKT-00852,2026-03-12 10:10:47,Billing,P3,EN,portal,SMB,0,0,complex,67,240,2026-03-12 14:10:47,960,2026-03-16 10:11:00,billing,Credit note not applied to outstanding balance
TKT-00853,2026-03-12 10:15:30,Product Support,P3,EN,portal,SMB,0,0,simple,17,240,2026-03-12 14:15:30,960,2026-03-16 10:16:00,product_support,Workflow automation did not trigger after status update
TKT-00854,2026-03-12 10:17:09,Product Support,P3,DE,email,Enterprise,1,0,standard,32,240,2026-03-12 14:17:09,960,2026-03-16 10:18:00,product_support|de_language|enterprise_handling,Webhook retry settings not visible in admin interface
TKT-00855,2026-03-12 10:20:42,Account Access,P4,EN,portal,SMB,0,1,standard,25,480,2026-03-13 10:21:00,2400,2026-03-19 10:21:00,account_access,Group-based permissions not syncing from identity provider
TKT-00856,2026-03-12 10:21:43,Account Access,P3,EN,chat,Enterprise,0,0,standard,16,240,2026-03-12 14:21:43,960,2026-03-16 10:22:00,account_access|enterprise_handling,SSO login loops back to sign-in page
TKT-00857,2026-03-12 10:24:58,Account Access,P1,EN,portal,SMB,0,0,complex,56,15,2026-03-12 10:39:58,240,2026-03-12 14:24:58,account_access|incident_escalation,Role change not reflected after access approval
TKT-00858,2026-03-12 10:25:13,Account Access,P3,EN,portal,Mid-Market,0,0,complex,73,240,2026-03-12 14:25:13,960,2026-03-16 10:26:00,account_access,SSO login loops back to sign-in page
TKT-00859,2026-03-12 10:28:59,Product Support,P2,EN,email,Enterprise,0,0,complex,69,60,2026-03-12 11:28:59,480,2026-03-13 10:29:00,product_support|enterprise_handling|product_specialist,Exported CSV misses custom fields in final report
TKT-00860,2026-03-12 10:47:54,Integrations/API,P2,EN,portal,SMB,0,0,complex,113,60,2026-03-12 11:47:54,480,2026-03-13 10:48:00,integrations_api|api_specialist|integration_specialist,SSO assertion rejected after identity provider certificate update
TKT-00861,2026-03-12 10:49:17,Account Access,P3,EN,email,Mid-Market,0,0,simple,10,240,2026-03-12 14:49:17,960,2026-03-16 10:50:00,account_access,Role change not reflected after access approval
TKT-00862,2026-03-12 10:51:01,Product Support,P2,EN,chat,SMB,0,0,simple,16,60,2026-03-12 11:51:01,480,2026-03-13 10:52:00,product_support,Dashboard filter not persisting for saved view
TKT-00863,2026-03-12 11:04:56,Product Support,P1,DE,portal,Mid-Market,0,0,complex,63,15,2026-03-12 11:19:56,240,2026-03-12 15:04:56,product_support|de_language|incident_escalation|product_specialist,Webhook retry settings not visible in admin interface
TKT-00864,2026-03-12 11:07:01,Product Support,P2,DE,portal,Mid-Market,0,0,standard,37,60,2026-03-12 12:07:01,480,2026-03-13 11:08:00,product_support|de_language,Attachment preview fails for PDF uploaded from mobile app
TKT-00865,2026-03-12 11:07:33,Billing,P3,DE,portal,SMB,0,0,standard,25,240,2026-03-12 15:07:33,960,2026-03-16 11:08:00,billing|de_language,Currency setting changed but invoice still generated in USD
TKT-00866,2026-03-12 11:12:03,Account Access,P4,EN,portal,Enterprise,0,0,simple,12,480,2026-03-13 11:13:00,2400,2026-03-19 11:13:00,account_access|enterprise_handling,Account locked after repeated login attempts
TKT-00867,2026-03-12 11:12:20,Account Access,P3,EN,portal,Enterprise,0,0,standard,19,240,2026-03-12 15:12:20,960,2026-03-16 11:13:00,account_access|enterprise_handling,Permission update not reflected in project dashboard
TKT-00868,2026-03-12 11:13:11,Billing,P2,EN,email,Enterprise,1,0,simple,14,60,2026-03-12 12:13:11,480,2026-03-13 11:14:00,billing|enterprise_handling,Payment method update failed during renewal
TKT-00869,2026-03-12 11:16:36,Billing,P4,EN,portal,SMB,0,0,simple,9,480,2026-03-13 11:17:00,2400,2026-03-19 11:17:00,billing,Seat reduction request still billed at previous volume
TKT-00870,2026-03-12 11:20:27,Product Support,P3,EN,portal,Enterprise,0,0,simple,15,240,2026-03-12 15:20:27,960,2026-03-16 11:21:00,product_support|enterprise_handling,Attachment preview fails for PDF uploaded from mobile app
TKT-00871,2026-03-12 11:21:49,Product Support,P3,EN,portal,SMB,0,0,complex,90,240,2026-03-12 15:21:49,960,2026-03-16 11:22:00,product_support|product_specialist,Exported CSV misses custom fields in final report
